_id,location,name_pollutant_substance,measurement_results,period,maximum_permissible_concentration,deviation
247,проспект Свободи – вул. Дорошенка П.,азоту діоксид,0.223,2017-06-30T00:00:00,0.2,0.02
248,проспект Свободи – вул. Дорошенка П.,ангідрид сірчистий,0.176,2017-06-30T00:00:00,0.5,-0.32
249,проспект Свободи – вул. Дорошенка П.,вуглецю оксид,6.22,2017-09-30T00:00:00,5,1.22
250,проспект Свободи – вул. Дорошенка П.,азоту оксид,0.172,2017-09-30T00:00:00,0.4,-0.23
251,проспект Свободи – вул. Дорошенка П.,азоту діоксид,0.219,2017-09-30T00:00:00,0.2,0.02
252,проспект Свободи – вул. Дорошенка П.,ангідрид сірчистий,0.104,2017-09-30T00:00:00,0.5,-0.4
253,проспект Свободи – вул. Дорошенка П.,вуглецю оксид,6.56,2017-12-31T00:00:00,5,1.56
254,проспект Свободи – вул. Дорошенка П.,азоту оксид,0.217,2017-12-31T00:00:00,0.4,-0.18
255,проспект Свободи – вул. Дорошенка П.,азоту діоксид,0.225,2017-12-31T00:00:00,0.2,0.03
256,проспект Свободи – вул. Дорошенка П.,ангідрид сірчистий,0.099,2017-12-31T00:00:00,0.5,-0.4
257,проспект Свободи – вул. Дорошенка П.,вуглецю оксид,4.85,2018-03-31T00:00:00,5,-0.15
258,проспект Свободи – вул. Дорошенка П.,азоту оксид,0.151,2018-03-31T00:00:00,0.4,-0.25
259,проспект Свободи – вул. Дорошенка П.,азоту діоксид,0.168,2018-03-31T00:00:00,0.2,-0.03
260,проспект Свободи – вул. Дорошенка П.,ангідрид сірчистий,0.084,2018-03-31T00:00:00,0.5,-0.42
261,проспект Свободи – вул. Дорошенка П.,вуглецю оксид,5.29,2018-06-30T00:00:00,5,0.29
262,проспект Свободи – вул. Дорошенка П.,азоту оксид,0.189,2018-06-30T00:00:00,0.4,-0.21
263,проспект Свободи – вул. Дорошенка П.,азоту діоксид,0.203,2018-06-30T00:00:00,0.2,0.003
264,проспект Свободи – вул. Дорошенка П.,ангідрид сірчистий,0.106,2018-06-30T00:00:00,0.5,-0.39
265,проспект Свободи – вул. Дорошенка П.,вуглецю оксид,6.87,2018-09-30T00:00:00,5,1.87
266,проспект Свободи – вул. Дорошенка П.,азоту оксид,0.264,2018-09-30T00:00:00,0.4,-0.14
267,проспект Свободи – вул. Дорошенка П.,азоту діоксид,0.28,2018-09-30T00:00:00,0.2,0.08
268,проспект Свободи – вул. Дорошенка П.,ангідрид сірчистий,0.109,2018-09-30T00:00:00,0.5,-0.39
269,проспект Свободи – вул. Дорошенка П.,вуглецю оксид,7.44,2018-12-31T00:00:00,5,2.44
270,проспект Свободи – вул. Дорошенка П.,азоту оксид,0.249,2018-12-31T00:00:00,0.4,-0.15
271,проспект Свободи – вул. Дорошенка П.,азоту діоксид,0.26,2018-12-31T00:00:00,0.2,0.06
272,проспект Свободи – вул. Дорошенка П.,ангідрид сірчистий,0.151,2018-12-31T00:00:00,0.5,-0.35
273,проспект Свободи – вул. Дорошенка П.,вуглецю оксид,5.19,2019-03-31T00:00:00,5,0.19
274,проспект Свободи – вул. Дорошенка П.,азоту оксид,0.177,2019-03-31T00:00:00,0.4,-0.22
275,проспект Свободи – вул. Дорошенка П.,азоту діоксид,0.198,2019-03-31T00:00:00,0.2,-0.002
276,проспект Свободи – вул. Дорошенка П.,ангідрид сірчистий,0.12,2019-03-31T00:00:00,0.5,-0.38
277,проспект Свободи – вул. Дорошенка П.,вуглецю оксид,4.98,2019-06-30T00:00:00,5,-0.02
278,проспект Свободи – вул. Дорошенка П.,азоту оксид,0.171,2019-06-30T00:00:00,0.4,-0.23
279,проспект Свободи – вул. Дорошенка П.,азоту діоксид,0.185,2019-06-30T00:00:00,0.2,-0.02
280,проспект Свободи – вул. Дорошенка П.,ангідрид сірчистий,0.107,2019-06-30T00:00:00,0.5,-0.39
281,проспект Свободи – вул. Дорошенка П.,вуглецю оксид,7.67,2019-09-30T00:00:00,5,2.67
282,проспект Свободи – вул. Дорошенка П.,азоту оксид,0.249,2019-09-30T00:00:00,0.4,-0.15
283,проспект Свободи – вул. Дорошенка П.,азоту діоксид,0.263,2019-09-30T00:00:00,0.2,0.06
284,проспект Свободи – вул. Дорошенка П.,ангідрид сірчистий,0.127,2019-09-30T00:00:00,0.5,-0.37
285,проспект Свободи – вул. Дорошенка П.,вуглецю оксид,6.27,2019-12-31T00:00:00,5,1.27
286,проспект Свободи – вул. Дорошенка П.,азоту оксид,0.198,2019-12-31T00:00:00,0.4,-0.2
287,проспект Свободи – вул. Дорошенка П.,азоту діоксид,0.205,2019-12-31T00:00:00,0.2,0.005
288,проспект Свободи – вул. Дорошенка П.,ангідрид сірчистий,0.104,2019-12-31T00:00:00,0.5,-0.4
289,проспект Свободи – вул. Беринди П.,вуглецю оксид,6.39,2011-03-31T00:00:00,5,1.39
290,проспект Свободи – вул. Беринди П.,азоту оксид,0.237,2011-03-31T00:00:00,0.4,-0.16
291,проспект Свободи – вул. Беринди П.,азоту діоксид,0.128,2011-03-31T00:00:00,0.2,-0.07
292,проспект Свободи – вул. Беринди П.,ангідрид сірчистий,0.038,2011-03-31T00:00:00,0.5,-0.46
293,проспект Свободи – вул. Беринди П.,вуглецю оксид,5.75,2011-06-30T00:00:00,5,0.75
294,проспект Свободи – вул. Беринди П.,азоту оксид,0.186,2011-06-30T00:00:00,0.4,-0.21
295,проспект Свободи – вул. Беринди П.,азоту діоксид,0.122,2011-06-30T00:00:00,0.2,-0.08
296,проспект Свободи – вул. Беринди П.,ангідрид сірчистий,0.071,2011-06-30T00:00:00,0.5,-0.43
297,проспект Свободи – вул. Беринди П.,вуглецю оксид,9.11,2011-09-30T00:00:00,5,4.11
298,проспект Свободи – вул. Беринди П.,азоту оксид,0.196,2011-09-30T00:00:00,0.4,-0.2
299,проспект Свободи – вул. Беринди П.,азоту діоксид,0.169,2011-09-30T00:00:00,0.2,-0.03
300,проспект Свободи – вул. Беринди П.,ангідрид сірчистий,0.054,2011-09-30T00:00:00,0.5,-0.45
301,проспект Свободи – вул. Беринди П.,вуглецю оксид,9.46,2011-12-31T00:00:00,5,4.46
302,проспект Свободи – вул. Беринди П.,азоту оксид,0.164,2011-12-31T00:00:00,0.4,-0.24
303,проспект Свободи – вул. Беринди П.,азоту діоксид,0.149,2011-12-31T00:00:00,0.2,-0.05
304,проспект Свободи – вул. Беринди П.,ангідрид сірчистий,0.045,2011-12-31T00:00:00,0.5,-0.46
305,проспект Свободи – вул. Беринди П.,вуглецю оксид,8.27,2012-03-31T00:00:00,5,3.27
306,проспект Свободи – вул. Беринди П.,азоту оксид,0.18,2012-03-31T00:00:00,0.4,-0.22
307,проспект Свободи – вул. Беринди П.,азоту діоксид,0.173,2012-03-31T00:00:00,0.2,-0.03
308,проспект Свободи – вул. Беринди П.,ангідрид сірчистий,0.042,2012-03-31T00:00:00,0.5,-0.46
309,проспект Свободи – вул. Беринди П.,вуглецю оксид,7.7,2012-06-30T00:00:00,5,2.7
310,проспект Свободи – вул. Беринди П.,азоту оксид,0.178,2012-06-30T00:00:00,0.4,-0.22
311,проспект Свободи – вул. Беринди П.,азоту діоксид,0.16,2012-06-30T00:00:00,0.2,-0.04
312,проспект Свободи – вул. Беринди П.,ангідрид сірчистий,0.053,2012-06-30T00:00:00,0.5,-0.45
313,проспект Свободи – вул. Беринди П.,вуглецю оксид,6.95,2012-09-30T00:00:00,5,1.95
314,проспект Свободи – вул. Беринди П.,азоту оксид,0.147,2012-09-30T00:00:00,0.4,-0.25
315,проспект Свободи – вул. Беринди П.,азоту діоксид,0.18,2012-09-30T00:00:00,0.2,-0.02
316,проспект Свободи – вул. Беринди П.,ангідрид сірчистий,0.062,2012-09-30T00:00:00,0.5,-0.44
317,проспект Свободи – вул. Беринди П.,вуглецю оксид,6.79,2012-12-31T00:00:00,5,1.79
318,проспект Свободи – вул. Беринди П.,азоту оксид,0.165,2012-12-31T00:00:00,0.4,-0.24
319,проспект Свободи – вул. Беринди П.,азоту діоксид,0.192,2012-12-31T00:00:00,0.2,-0.01
320,проспект Свободи – вул. Беринди П.,ангідрид сірчистий,0.068,2012-12-31T00:00:00,0.5,-0.43
321,проспект Свободи – вул. Беринди П.,вуглецю оксид,8.86,2013-03-31T00:00:00,5,3.86
322,проспект Свободи – вул. Беринди П.,азоту оксид,0.188,2013-03-31T00:00:00,0.4,-0.21
323,проспект Свободи – вул. Беринди П.,азоту діоксид,0.191,2013-03-31T00:00:00,0.2,-0.01
324,проспект Свободи – вул. Беринди П.,ангідрид сірчистий,0.091,2013-03-31T00:00:00,0.5,-0.41
325,проспект Свободи – вул. Беринди П.,вуглецю оксид,6.92,2013-06-30T00:00:00,5,1.92
326,проспект Свободи – вул. Беринди П.,азоту оксид,0.186,2013-06-30T00:00:00,0.4,-0.21
327,проспект Свободи – вул. Беринди П.,азоту діоксид,0.207,2013-06-30T00:00:00,0.2,0.01
328,проспект Свободи – вул. Беринди П.,ангідрид сірчистий,0.058,2013-06-30T00:00:00,0.5,-0.44
329,проспект Свободи – вул. Беринди П.,вуглецю оксид,7.32,2013-09-30T00:00:00,5,2.32
330,проспект Свободи – вул. Беринди П.,азоту оксид,0.216,2013-09-30T00:00:00,0.4,-0.18
331,проспект Свободи – вул. Беринди П.,азоту діоксид,0.211,2013-09-30T00:00:00,0.2,0.01
332,проспект Свободи – вул. Беринди П.,ангідрид сірчистий,0.086,2013-09-30T00:00:00,0.5,-0.41
333,проспект Свободи – вул. Беринди П.,вуглецю оксид,8.2,2013-12-31T00:00:00,5,3.2
